"District","FIPS","Year","Special Education Status","Variable","Measure Type","Value"
"Cornwall School District","","2014-2015","Students with Disabilities","Suspensions","Percent","-9999"
"Cornwall School District","","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"Cornwall School District","","2016-2017","Students with Disabilities","Suspensions","Percent","-9999"
"Cornwall School District","","2017-2018","Students with Disabilities","Suspensions","Percent","-9999"
"Coventry School District","","2009-2010","Students with Disabilities","Suspensions","Percent","22.5"
"Coventry School District","","2010-2011","Students with Disabilities","Suspensions","Percent","21.1"
"Coventry School District","","2011-2012","Students with Disabilities","Suspensions","Percent","16.9"
"Coventry School District","","2012-2013","Students with Disabilities","Suspensions","Percent","10.0"
"Coventry School District","","2013-2014","Students with Disabilities","Suspensions","Percent","10.1"
"Coventry School District","","2014-2015","Students with Disabilities","Suspensions","Percent","9.5"
"Coventry School District","","2015-2016","Students with Disabilities","Suspensions","Percent","8.0"
"Coventry School District","","2016-2017","Students with Disabilities","Suspensions","Percent","5.5"
"Coventry School District","","2017-2018","Students with Disabilities","Suspensions","Percent","3.7"
"Cromwell School District","","2009-2010","Students with Disabilities","Suspensions","Percent","12.3"
"Cromwell School District","","2010-2011","Students with Disabilities","Suspensions","Percent","14.0"
"Cromwell School District","","2011-2012","Students with Disabilities","Suspensions","Percent","16.6"
"Cromwell School District","","2012-2013","Students with Disabilities","Suspensions","Percent","14.3"
"Cromwell School District","","2013-2014","Students with Disabilities","Suspensions","Percent","12.1"
"Cromwell School District","","2014-2015","Students with Disabilities","Suspensions","Percent","16.9"
"Cromwell School District","","2015-2016","Students with Disabilities","Suspensions","Percent","12.8"
"Cromwell School District","","2016-2017","Students with Disabilities","Suspensions","Percent","12.5"
"Cromwell School District","","2017-2018","Students with Disabilities","Suspensions","Percent","14.2"
"Danbury School District","900118500","2009-2010","Students with Disabilities","Suspensions","Percent","11.7"
"Danbury School District","900118500","2010-2011","Students with Disabilities","Suspensions","Percent","14.8"
"Danbury School District","900118500","2011-2012","Students with Disabilities","Suspensions","Percent","12.8"
"Danbury School District","900118500","2012-2013","Students with Disabilities","Suspensions","Percent","13.5"
"Danbury School District","900118500","2013-2014","Students with Disabilities","Suspensions","Percent","12.7"
"Danbury School District","900118500","2014-2015","Students with Disabilities","Suspensions","Percent","14.5"
"Danbury School District","900118500","2015-2016","Students with Disabilities","Suspensions","Percent","12.4"
"Danbury School District","900118500","2016-2017","Students with Disabilities","Suspensions","Percent","12.7"
"Danbury School District","900118500","2017-2018","Students with Disabilities","Suspensions","Percent","12.8"
"Darien School District","900118850","2009-2010","Students with Disabilities","Suspensions","Percent","3.4"
"Darien School District","900118850","2010-2011","Students with Disabilities","Suspensions","Percent","2.9"
"Darien School District","900118850","2011-2012","Students with Disabilities","Suspensions","Percent","2.8"
"Darien School District","900118850","2012-2013","Students with Disabilities","Suspensions","Percent","1.8"
"Darien School District","900118850","2013-2014","Students with Disabilities","Suspensions","Percent","3.1"
"Darien School District","900118850","2014-2015","Students with Disabilities","Suspensions","Percent","2.0"
"Darien School District","900118850","2015-2016","Students with Disabilities","Suspensions","Percent","1.8"
"Darien School District","900118850","2016-2017","Students with Disabilities","Suspensions","Percent","2.3"
"Darien School District","900118850","2017-2018","Students with Disabilities","Suspensions","Percent","3.9"
"Deep River School District","","2009-2010","Students with Disabilities","Suspensions","Percent","-9999"
"Deep River School District","","2010-2011","Students with Disabilities","Suspensions","Percent","-9999"
"Deep River School District","","2011-2012","Students with Disabilities","Suspensions","Percent","-9999"
"Deep River School District","","2012-2013","Students with Disabilities","Suspensions","Percent","-9999"
"Deep River School District","","2013-2014","Students with Disabilities","Suspensions","Percent","-9999"
"Deep River School District","","2014-2015","Students with Disabilities","Suspensions","Percent","-9999"
"Deep River School District","","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"Deep River School District","","2016-2017","Students with Disabilities","Suspensions","Percent","-9999"
"Deep River School District","","2017-2018","Students with Disabilities","Suspensions","Percent","-9999"
"Department of Mental Health and Addiction Services","","2009-2010","Students with Disabilities","Suspensions","Percent","-9999"
"Department of Mental Health and Addiction Services","","2010-2011","Students with Disabilities","Suspensions","Percent","-9999"
"Department of Mental Health and Addiction Services","","2011-2012","Students with Disabilities","Suspensions","Percent","-9999"
"Department of Mental Health and Addiction Services","","2012-2013","Students with Disabilities","Suspensions","Percent","-9999"
"Department of Mental Health and Addiction Services","","2013-2014","Students with Disabilities","Suspensions","Percent","-9999"
"Department of Mental Health and Addiction Services","","2014-2015","Students with Disabilities","Suspensions","Percent","-9999"
"Department of Mental Health and Addiction Services","","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"Department of Mental Health and Addiction Services","","2016-2017","Students with Disabilities","Suspensions","Percent","-9999"
"Department of Mental Health and Addiction Services","","2017-2018","Students with Disabilities","Suspensions","Percent","-9999"
"Derby School District","900919550","2009-2010","Students with Disabilities","Suspensions","Percent","15.2"
"Derby School District","900919550","2010-2011","Students with Disabilities","Suspensions","Percent","12.8"
"Derby School District","900919550","2011-2012","Students with Disabilities","Suspensions","Percent","13.0"
"Derby School District","900919550","2012-2013","Students with Disabilities","Suspensions","Percent","16.7"
"Derby School District","900919550","2013-2014","Students with Disabilities","Suspensions","Percent","20.9"
"Derby School District","900919550","2014-2015","Students with Disabilities","Suspensions","Percent","18.0"
"Derby School District","900919550","2015-2016","Students with Disabilities","Suspensions","Percent","17.6"
"Derby School District","900919550","2016-2017","Students with Disabilities","Suspensions","Percent","19.8"
"Derby School District","900919550","2017-2018","Students with Disabilities","Suspensions","Percent","21.4"
"East Granby School District","900322070","2009-2010","Students with Disabilities","Suspensions","Percent","9.1"
"East Granby School District","900322070","2010-2011","Students with Disabilities","Suspensions","Percent","6.3"
"East Granby School District","900322070","2011-2012","Students with Disabilities","Suspensions","Percent","-9999"
"East Granby School District","900322070","2012-2013","Students with Disabilities","Suspensions","Percent","9.3"
"East Granby School District","900322070","2013-2014","Students with Disabilities","Suspensions","Percent","6.1"
"East Granby School District","900322070","2014-2015","Students with Disabilities","Suspensions","Percent","-9999"
"East Granby School District","900322070","2015-2016","Students with Disabilities","Suspensions","Percent","8.1"
"East Granby School District","900322070","2016-2017","Students with Disabilities","Suspensions","Percent","8.3"
"East Granby School District","900322070","2017-2018","Students with Disabilities","Suspensions","Percent","-9999"
"East Haddam School District","","2009-2010","Students with Disabilities","Suspensions","Percent","4.6"
"East Haddam School District","","2010-2011","Students with Disabilities","Suspensions","Percent","4.7"
"East Haddam School District","","2011-2012","Students with Disabilities","Suspensions","Percent","6.5"
"East Haddam School District","","2012-2013","Students with Disabilities","Suspensions","Percent","-6666"
"East Haddam School District","","2013-2014","Students with Disabilities","Suspensions","Percent","-6666"
"East Haddam School District","","2014-2015","Students with Disabilities","Suspensions","Percent","3.2"
